image_id,file_path,source_type,generator,prompt,primary_scene,secondary_scenes,quality_tags,split,notes
street_sd35_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/street/street_sd35_weird_angle_0005.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",street,,weird_angle,pilot_review,奇怪角度，模拟随手拍
street_sd35_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/street/street_sd35_partial_subject_0006.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",street,,partial_subject,pilot_review,主体部分裁切
street_sd35_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/street/street_sd35_screenshot_text_overlay_0007.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",street,,"screenshot,text_overlay",pilot_review,特殊来源样本，审核后再决定是否训练
street_sd35_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/street/street_sd35_collage_0008.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",street,,collage,pilot_review,拼图样本，审核后再决定是否训练
street_flux_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/street/street_flux_backlight_0009.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",street,,backlight,pilot_review,精品逆光样本，控制真实感
street_sd35_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/street/street_sd35_overexposed_0010.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",street,,overexposed,pilot_review,轻微过曝，不能完全丢失主体
travel_flux_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_flux_normal_0001.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,normal,pilot_review,精品正常样本，优先看是否像真实手机照片
travel_sd35_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_low_light_0002.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,low_light,pilot_review,低光困难样本
travel_sd35_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_blurry_compressed_0003.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,"blurry,compressed",pilot_review,轻微手抖和压缩，不要极端糊
travel_sd35_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_cluttered_0004.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,cluttered,pilot_review,杂物背景，保留主体
travel_sd35_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_weird_angle_0005.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,weird_angle,pilot_review,奇怪角度，模拟随手拍
travel_sd35_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_partial_subject_0006.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,partial_subject,pilot_review,主体部分裁切
travel_sd35_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_screenshot_text_overlay_0007.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,"screenshot,text_overlay",pilot_review,特殊来源样本，审核后再决定是否训练
travel_sd35_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_collage_0008.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,collage,pilot_review,拼图样本，审核后再决定是否训练
travel_flux_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_flux_backlight_0009.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,backlight,pilot_review,精品逆光样本，控制真实感
travel_sd35_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/travel/travel_sd35_overexposed_0010.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",travel,,overexposed,pilot_review,轻微过曝，不能完全丢失主体
pet_flux_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_flux_normal_0001.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,normal,pilot_review,精品正常样本，优先看是否像真实手机照片
pet_sd35_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_low_light_0002.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,low_light,pilot_review,低光困难样本
pet_sd35_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_blurry_compressed_0003.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,"blurry,compressed",pilot_review,轻微手抖和压缩，不要极端糊
pet_sd35_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_cluttered_0004.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,cluttered,pilot_review,杂物背景，保留主体
pet_sd35_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_weird_angle_0005.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,weird_angle,pilot_review,奇怪角度，模拟随手拍
pet_sd35_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_partial_subject_0006.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,partial_subject,pilot_review,主体部分裁切
pet_sd35_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_screenshot_text_overlay_0007.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,"screenshot,text_overlay",pilot_review,特殊来源样本，审核后再决定是否训练
pet_sd35_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_collage_0008.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,collage,pilot_review,拼图样本，审核后再决定是否训练
pet_flux_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_flux_backlight_0009.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,backlight,pilot_review,精品逆光样本，控制真实感
pet_sd35_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/pet/pet_sd35_overexposed_0010.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",pet,,overexposed,pilot_review,轻微过曝，不能完全丢失主体
outfit_flux_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_flux_normal_0001.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,normal,pilot_review,精品正常样本，优先看是否像真实手机照片
outfit_sd35_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_low_light_0002.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,low_light,pilot_review,低光困难样本
outfit_sd35_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_blurry_compressed_0003.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,"blurry,compressed",pilot_review,轻微手抖和压缩，不要极端糊
outfit_sd35_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_cluttered_0004.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,cluttered,pilot_review,杂物背景，保留主体
outfit_sd35_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_weird_angle_0005.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,weird_angle,pilot_review,奇怪角度，模拟随手拍
outfit_sd35_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_partial_subject_0006.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,partial_subject,pilot_review,主体部分裁切
outfit_sd35_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_screenshot_text_overlay_0007.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,"screenshot,text_overlay",pilot_review,特殊来源样本，审核后再决定是否训练
outfit_sd35_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_collage_0008.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,collage,pilot_review,拼图样本，审核后再决定是否训练
