image_id,file_path,source_type,generator,model,prompt,negative_prompt,primary_scene,secondary_scenes,quality_tags,split,source_image_id,notes
street_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_weird_angle_0005.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",street,,weird_angle,pilot_review,street_sd35_weird_angle_0005,Qwen pilot variant. 奇怪角度，模拟随手拍
street_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_partial_subject_0006.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",street,,partial_subject,pilot_review,street_sd35_partial_subject_0006,Qwen pilot variant. 主体部分裁切
street_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_screenshot_text_overlay_0007.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: screenshot,text_overlay.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone cam…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",street,,"screenshot,text_overlay",pilot_review,street_sd35_screenshot_text_overlay_0007,Qwen pilot variant. 特殊来源样本，审核后再决定是否训练
street_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_collage_0008.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: collage.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertise…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",street,,collage,pilot_review,street_sd35_collage_0008,Qwen pilot variant. 拼图样本，审核后再决定是否训练
street_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_backlight_0009.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: backlight.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Kee…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",street,,backlight,pilot_review,street_flux_backlight_0009,Qwen pilot variant. 精品逆光样本，控制真实感
street_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_overexposed_0010.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: overexposed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Kee…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",street,,overexposed,pilot_review,street_sd35_overexposed_0010,Qwen pilot variant. 轻微过曝，不能完全丢失主体
travel_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_normal_0001.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertiseme…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,normal,pilot_review,travel_flux_normal_0001,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片
travel_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_low_light_0002.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advert…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,low_light,pilot_review,travel_sd35_low_light_0002,Qwen pilot variant. 低光困难样本
travel_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_blurry_compressed_0003.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photograp…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,"blurry,compressed",pilot_review,travel_sd35_blurry_compressed_0003,Qwen pilot variant. 轻微手抖和压缩，不要极端糊
travel_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_cluttered_0004.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertiseme…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,cluttered,pilot_review,travel_sd35_cluttered_0004,Qwen pilot variant. 杂物背景，保留主体
travel_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_weird_angle_0005.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertise…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,weird_angle,pilot_review,travel_sd35_weird_angle_0005,Qwen pilot variant. 奇怪角度，模拟随手拍
travel_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_partial_subject_0006.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertise…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,partial_subject,pilot_review,travel_sd35_partial_subject_0006,Qwen pilot variant. 主体部分裁切
travel_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_screenshot_text_overlay_0007.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: screenshot,text_overlay.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary pho…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,"screenshot,text_overlay",pilot_review,travel_sd35_screenshot_text_overlay_0007,Qwen pilot variant. 特殊来源样本，审核后再决定是否训练
travel_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_collage_0008.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: collage.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not adv…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,collage,pilot_review,travel_sd35_collage_0008,Qwen pilot variant. 拼图样本，审核后再决定是否训练
travel_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_backlight_0009.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: backlight.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisemen…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,backlight,pilot_review,travel_flux_backlight_0009,Qwen pilot variant. 精品逆光样本，控制真实感
travel_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_overexposed_0010.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: travel. Visual anchor: a travel moment with station, airport, hotel room, landmark, scenic overlook, luggage, ticket or tourist viewpoint. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: travel.
Quality tags: overexposed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisemen…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",travel,,overexposed,pilot_review,travel_sd35_overexposed_0010,Qwen pilot variant. 轻微过曝，不能完全丢失主体
pet_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_normal_0001.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: pet.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear enough for classificat…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",pet,,normal,pilot_review,pet_flux_normal_0001,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片
pet_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_low_light_0002.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: pet.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear enough for classi…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",pet,,low_light,pilot_review,pet_sd35_low_light_0002,Qwen pilot variant. 低光困难样本
pet_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_blurry_compressed_0003.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: pet.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear eno…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",pet,,"blurry,compressed",pilot_review,pet_sd35_blurry_compressed_0003,Qwen pilot variant. 轻微手抖和压缩，不要极端糊
pet_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_cluttered_0004.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: pet.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear enough for classificat…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",pet,,cluttered,pilot_review,pet_sd35_cluttered_0004,Qwen pilot variant. 杂物背景，保留主体
pet_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_weird_angle_0005.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: pet.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear enough for classific…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",pet,,weird_angle,pilot_review,pet_sd35_weird_angle_0005,Qwen pilot variant. 奇怪角度，模拟随手拍
pet_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_partial_subject_0006.jpg,synthetic,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: pet.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear enough for classific…","commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise, watermark, logo, text overlay, poster design, commercial studio photo, glossy render, 3d render, cartoon, anime, illustration, unrealistic AI artifacts, distorted hands, duplicate faces, malformed limbs, low quality",pet,,partial_subject,pilot_review,pet_sd35_partial_subject_0006,Qwen pilot variant. 主体部分裁切
