image_id,source_file_path,suggested_scene,quality_tags,generator,model,prompt,source_type,split,notes,exists
fitness_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_partial_subject_0006.jpg,fitness,partial_subject,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: fitness.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene…",synthetic,pilot_review,Qwen pilot variant. 主体部分裁切,true
fitness_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_screenshot_text_overlay_0007.jpg,fitness,"screenshot,text_overlay",dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: fitness.
Quality tags: screenshot,text_overlay.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo…",synthetic,pilot_review,Qwen pilot variant. 特殊来源样本，审核后再决定是否训练,true
fitness_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_weird_angle_0005.jpg,fitness,weird_angle,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: fitness.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene…",synthetic,pilot_review,Qwen pilot variant. 奇怪角度，模拟随手拍,true
fitness_qwenplus20260109_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/fitness/fitness_qwenplus20260109_blurry_compressed_0003.jpg,fitness,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: fitness.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisemen…",synthetic,pilot_review,Qwen pilot variant. 轻微手抖和压缩，不要极端糊,true
fitness_qwenplus20260109_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/fitness/fitness_qwenplus20260109_cluttered_0004.jpg,fitness,cluttered,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: fitness.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene c…",synthetic,pilot_review,Qwen pilot variant. 杂物背景，保留主体,true
fitness_qwenplus20260109_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/fitness/fitness_qwenplus20260109_low_light_0002.jpg,fitness,low_light,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: fitness.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the sc…",synthetic,pilot_review,Qwen pilot variant. 低光困难样本,true
fitness_qwenplus20260109_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/fitness/fitness_qwenplus20260109_normal_0001.jpg,fitness,normal,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: fitness.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene c…",synthetic,pilot_review,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片,true
food_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_backlight_0009.jpg,food,backlight,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: backlight.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear enou…",synthetic,pilot_review,Qwen pilot variant. 精品逆光样本，控制真实感,true
food_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_blurry_compressed_0003.jpg,food,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep…",synthetic,pilot_review,Qwen pilot variant. 轻微手抖和压缩，不要极端糊,true
food_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_cluttered_0004.jpg,food,cluttered,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear eno…",synthetic,pilot_review,Qwen pilot variant. 杂物背景，保留主体,true
food_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_collage_0008.jpg,food,collage,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: collage.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene c…",synthetic,pilot_review,Qwen pilot variant. 拼图样本，审核后再决定是否训练,true
food_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_low_light_0002.jpg,food,low_light,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clea…",synthetic,pilot_review,Qwen pilot variant. 低光困难样本,true
food_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_normal_0001.jpg,food,normal,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear eno…",synthetic,pilot_review,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片,true
food_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_overexposed_0010.jpg,food,overexposed,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: overexposed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear enou…",synthetic,pilot_review,Qwen pilot variant. 轻微过曝，不能完全丢失主体,true
food_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_partial_subject_0006.jpg,food,partial_subject,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear e…",synthetic,pilot_review,Qwen pilot variant. 主体部分裁切,true
food_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_screenshot_text_overlay_0007.jpg,food,"screenshot,text_overlay",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: screenshot,text_overlay.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not st…",synthetic,pilot_review,Qwen pilot variant. 特殊来源样本，审核后再决定是否训练,true
food_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_weird_angle_0005.jpg,food,weird_angle,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear e…",synthetic,pilot_review,Qwen pilot variant. 奇怪角度，模拟随手拍,true
food_qwenplus20260109_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/food/food_qwenplus20260109_blurry_compressed_0003.jpg,food,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep…",synthetic,pilot_review,Qwen pilot variant. 轻微手抖和压缩，不要极端糊,true
food_qwenplus20260109_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/food/food_qwenplus20260109_cluttered_0004.jpg,food,cluttered,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear eno…",synthetic,pilot_review,Qwen pilot variant. 杂物背景，保留主体,true
food_qwenplus20260109_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/food/food_qwenplus20260109_low_light_0002.jpg,food,low_light,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clea…",synthetic,pilot_review,Qwen pilot variant. 低光困难样本,true
food_qwenplus20260109_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/food/food_qwenplus20260109_normal_0001.jpg,food,normal,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: food. Visual anchor: a non-breakfast meal, restaurant dish, dinner, dessert or takeout food as the main subject. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: food.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the scene clear eno…",synthetic,pilot_review,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片,true
home_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_backlight_0009.jpg,home,backlight,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: backlight.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the sce…",synthetic,pilot_review,Qwen pilot variant. 精品逆光样本，控制真实感,true
home_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_blurry_compressed_0003.jpg,home,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not adverti…",synthetic,pilot_review,Qwen pilot variant. 轻微手抖和压缩，不要极端糊,true
home_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_cluttered_0004.jpg,home,cluttered,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the sc…",synthetic,pilot_review,Qwen pilot variant. 杂物背景，保留主体,true
home_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_collage_0008.jpg,home,collage,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: collage.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Kee…",synthetic,pilot_review,Qwen pilot variant. 拼图样本，审核后再决定是否训练,true
home_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_low_light_0002.jpg,home,low_light,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep t…",synthetic,pilot_review,Qwen pilot variant. 低光困难样本,true
home_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_normal_0001.jpg,home,normal,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the sc…",synthetic,pilot_review,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片,true
home_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_overexposed_0010.jpg,home,overexposed,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: overexposed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the sce…",synthetic,pilot_review,Qwen pilot variant. 轻微过曝，不能完全丢失主体,true
home_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_partial_subject_0006.jpg,home,partial_subject,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the…",synthetic,pilot_review,Qwen pilot variant. 主体部分裁切,true
home_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_screenshot_text_overlay_0007.jpg,home,"screenshot,text_overlay",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: screenshot,text_overlay.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll…",synthetic,pilot_review,Qwen pilot variant. 特殊来源样本，审核后再决定是否训练,true
home_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_weird_angle_0005.jpg,home,weird_angle,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Keep the…",synthetic,pilot_review,Qwen pilot variant. 奇怪角度，模拟随手拍,true
home_qwenplus20260109_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/home/home_qwenplus20260109_blurry_compressed_0003.jpg,home,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: home.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not adverti…",synthetic,pilot_review,Qwen pilot variant. 轻微手抖和压缩，不要极端糊,true
