image_id,file_path,primary_scene,quality_tags,generator,model,keep_or_remove,remove_reason,reviewed_at,review_notes
breakfast_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_low_light_0002.jpg,breakfast,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_blurry_compressed_0003.jpg,breakfast,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_cluttered_0004.jpg,breakfast,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_weird_angle_0005.jpg,breakfast,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_partial_subject_0006.jpg,breakfast,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_screenshot_text_overlay_0007.jpg,breakfast,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_collage_0008.jpg,breakfast,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_backlight_0009.jpg,breakfast,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
breakfast_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/breakfast/breakfast_qwen_overexposed_0010.jpg,breakfast,overexposed,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_normal_0001.jpg,cafe,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_low_light_0002.jpg,cafe,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_blurry_compressed_0003.jpg,cafe,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_cluttered_0004.jpg,cafe,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_weird_angle_0005.jpg,cafe,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_partial_subject_0006.jpg,cafe,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_screenshot_text_overlay_0007.jpg,cafe,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_collage_0008.jpg,cafe,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_backlight_0009.jpg,cafe,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
cafe_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/cafe/cafe_qwen_overexposed_0010.jpg,cafe,overexposed,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_normal_0001.jpg,walking,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_low_light_0002.jpg,walking,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_blurry_compressed_0003.jpg,walking,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_cluttered_0004.jpg,walking,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_weird_angle_0005.jpg,walking,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_partial_subject_0006.jpg,walking,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_screenshot_text_overlay_0007.jpg,walking,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_collage_0008.jpg,walking,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_backlight_0009.jpg,walking,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
walking_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/walking/walking_qwen_overexposed_0010.jpg,walking,overexposed,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_normal_0001.jpg,street,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_low_light_0002.jpg,street,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_blurry_compressed_0003.jpg,street,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_cluttered_0004.jpg,street,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_weird_angle_0005.jpg,street,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_partial_subject_0006.jpg,street,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_screenshot_text_overlay_0007.jpg,street,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_collage_0008.jpg,street,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_backlight_0009.jpg,street,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
street_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_overexposed_0010.jpg,street,overexposed,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_normal_0001.jpg,travel,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_low_light_0002.jpg,travel,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_blurry_compressed_0003.jpg,travel,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_cluttered_0004.jpg,travel,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_weird_angle_0005.jpg,travel,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_partial_subject_0006.jpg,travel,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_screenshot_text_overlay_0007.jpg,travel,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_collage_0008.jpg,travel,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_backlight_0009.jpg,travel,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
travel_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/travel/travel_qwen_overexposed_0010.jpg,travel,overexposed,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_normal_0001.jpg,pet,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_low_light_0002.jpg,pet,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_blurry_compressed_0003.jpg,pet,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_cluttered_0004.jpg,pet,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_weird_angle_0005.jpg,pet,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_partial_subject_0006.jpg,pet,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_screenshot_text_overlay_0007.jpg,pet,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_collage_0008.jpg,pet,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_backlight_0009.jpg,pet,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
pet_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/pet/pet_qwen_overexposed_0010.jpg,pet,overexposed,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_normal_0001.jpg,outfit,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_low_light_0002.jpg,outfit,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_blurry_compressed_0003.jpg,outfit,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_cluttered_0004.jpg,outfit,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_weird_angle_0005.jpg,outfit,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
